TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP02,04000US35,New Mexico,1,114,Spanish,"521,774","+/-12,867",26.4,+/-0.7
DP02,04000US35,New Mexico,1,115,"Speak English less than ""very well""","149,937","+/-8,025",7.6,+/-0.4
DP02,04000US35,New Mexico,1,116,Other Indo-European languages,"20,577","+/-3,287",1.0,+/-0.2
DP02,04000US35,New Mexico,1,117,"Speak English less than ""very well""","4,123","+/-1,202",0.2,+/-0.1
DP02,04000US35,New Mexico,1,118,Asian and Pacific Islander languages,"20,774","+/-2,402",1.1,+/-0.1
DP02,04000US35,New Mexico,1,119,"Speak English less than ""very well""","8,525","+/-1,893",0.4,+/-0.1
DP02,04000US35,New Mexico,1,120,Other languages,"110,439","+/-4,866",5.6,+/-0.2
DP02,04000US35,New Mexico,1,121,"Speak English less than ""very well""","28,076","+/-2,881",1.4,+/-0.1
DP02,04000US35,New Mexico,,121.3,,,,,
DP02,04000US35,New Mexico,,121.5,ANCESTRY,,,,
DP02,04000US35,New Mexico,1,122,Total population,"2,095,428",*****,"2,095,428",(X)
DP02,04000US35,New Mexico,1,123,American,"87,903","+/-8,214",4.2,+/-0.4
DP02,04000US35,New Mexico,1,124,Arab,"6,450","+/-2,349",0.3,+/-0.1
DP02,04000US35,New Mexico,1,125,Czech,"4,329","+/-1,117",0.2,+/-0.1
DP02,04000US35,New Mexico,1,126,Danish,"6,368","+/-1,355",0.3,+/-0.1
DP02,04000US35,New Mexico,1,127,Dutch,"15,402","+/-2,239",0.7,+/-0.1
DP02,04000US35,New Mexico,1,128,English,"130,169","+/-6,943",6.2,+/-0.3
DP02,04000US35,New Mexico,1,129,French (except Basque),"30,681","+/-3,790",1.5,+/-0.2
DP02,04000US35,New Mexico,1,130,French Canadian,"6,763","+/-1,772",0.3,+/-0.1
DP02,04000US35,New Mexico,1,131,German,"144,117","+/-7,344",6.9,+/-0.4
DP02,04000US35,New Mexico,1,132,Greek,"3,721","+/-1,104",0.2,+/-0.1
DP02,04000US35,New Mexico,1,133,Hungarian,"3,534",+/-989,0.2,+/-0.1
DP02,04000US35,New Mexico,1,134,Irish,"110,570","+/-6,596",5.3,+/-0.3
DP02,04000US35,New Mexico,1,135,Italian,"45,657","+/-4,592",2.2,+/-0.2
DP02,04000US35,New Mexico,1,136,Lithuanian,"1,152",+/-414,0.1,+/-0.1
DP02,04000US35,New Mexico,1,137,Norwegian,"15,134","+/-2,096",0.7,+/-0.1
DP02,04000US35,New Mexico,1,138,Polish,"19,371","+/-2,560",0.9,+/-0.1
DP02,04000US35,New Mexico,1,139,Portuguese,"4,113","+/-1,239",0.2,+/-0.1
DP02,04000US35,New Mexico,1,140,Russian,"8,587","+/-1,608",0.4,+/-0.1
DP02,04000US35,New Mexico,1,141,Scotch-Irish,"15,722","+/-1,948",0.8,+/-0.1
DP02,04000US35,New Mexico,1,142,Scottish,"28,076","+/-3,385",1.3,+/-0.2
DP02,04000US35,New Mexico,1,143,Slovak,"1,043",+/-470,0.0,+/-0.1
DP02,04000US35,New Mexico,1,144,Subsaharan African,"6,995","+/-2,469",0.3,+/-0.1
DP02,04000US35,New Mexico,1,145,Swedish,"12,631","+/-1,987",0.6,+/-0.1
DP02,04000US35,New Mexico,1,146,Swiss,"3,515","+/-1,145",0.2,+/-0.1
DP02,04000US35,New Mexico,1,147,Ukrainian,"3,355","+/-1,311",0.2,+/-0.1
DP02,04000US35,New Mexico,1,148,Welsh,"7,468","+/-1,452",0.4,+/-0.1
DP02,04000US35,New Mexico,1,149,West Indian (excluding Hispanic origin groups),"1,782",+/-793,0.1,+/-0.1
DP02,04000US35,New Mexico,,149.3,,,,,
DP02,04000US35,New Mexico,,149.5,COMPUTERS AND INTERNET USE,,,,
DP02,04000US35,New Mexico,1,150,Total households,"794,093","+/-5,137","794,093",(X)
DP02,04000US35,New Mexico,1,151,With a computer,"698,110","+/-6,261",87.9,+/-0.5
DP02,04000US35,New Mexico,1,152,With a broadband Internet subscription,"610,703","+/-7,455",76.9,+/-0.8
DP02,04000US36,New York,,0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US36,New York,,0.5,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US36,New York,,0.8,HOUSEHOLDS BY TYPE,,,,
DP02,04000US36,New York,1,1,Total households,"7,367,015","+/-16,617","7,367,015",(X)
DP02,04000US36,New York,1,2,Family households (families),"4,632,936","+/-21,570",62.9,+/-0.3
DP02,04000US36,New York,1,3,With own children of the householder under 18 years,"1,868,562","+/-17,338",25.4,+/-0.2
DP02,04000US36,New York,1,4,Married-couple family,"3,243,513","+/-20,895",44.0,+/-0.3
DP02,04000US36,New York,1,5,With own children of the householder under 18 years,"1,258,831","+/-14,695",17.1,+/-0.2
DP02,04000US36,New York,1,6,"Male householder, no wife present, family","360,765","+/-10,540",4.9,+/-0.1
DP02,04000US36,New York,1,7,With own children of the householder under 18 years,"136,943","+/-7,232",1.9,+/-0.1
DP02,04000US36,New York,1,8,"Female householder, no husband present, family","1,028,658","+/-15,277",14.0,+/-0.2
DP02,04000US36,New York,1,9,With own children of the householder under 18 years,"472,788","+/-12,826",6.4,+/-0.2
DP02,04000US36,New York,1,10,Nonfamily households,"2,734,079","+/-21,438",37.1,+/-0.3
DP02,04000US36,New York,1,11,Householder living alone,"2,205,142","+/-21,701",29.9,+/-0.3
DP02,04000US36,New York,1,12,65 years and over,"891,304","+/-14,262",12.1,+/-0.2
DP02,04000US36,New York,,12.3,,,,,
DP02,04000US36,New York,1,13,Households with one or more people under 18 years,"2,110,522","+/-18,175",28.6,+/-0.2
DP02,04000US36,New York,1,14,Households with one or more people 65 years and over,"2,313,151","+/-10,401",31.4,+/-0.1
DP02,04000US36,New York,,14.3,,,,,
DP02,04000US36,New York,1,15,Average household size,2.57,+/-0.01,(X),(X)
DP02,04000US36,New York,1,16,Average family size,3.24,+/-0.01,(X),(X)
DP02,04000US36,New York,,16.3,,,,,
DP02,04000US36,New York,,16.5,RELATIONSHIP,,,,
DP02,04000US36,New York,1,17,Population in households,"18,969,261",*****,"18,969,261",(X)
DP02,04000US36,New York,1,18,Householder,"7,367,015","+/-16,617",38.8,+/-0.1
DP02,04000US36,New York,1,19,Spouse,"3,239,299","+/-21,029",17.1,+/-0.1
DP02,04000US36,New York,1,20,Child,"5,618,890","+/-27,769",29.6,+/-0.1
DP02,04000US36,New York,1,21,Other relatives,"1,514,594","+/-30,380",8.0,+/-0.2
DP02,04000US36,New York,1,22,Nonrelatives,"1,229,463","+/-22,692",6.5,+/-0.1
DP02,04000US36,New York,1,23,Unmarried partner,"465,480","+/-12,491",2.5,+/-0.1
DP02,04000US36,New York,,23.3,,,,,
DP02,04000US36,New York,,23.5,MARITAL STATUS,,,,
DP02,04000US36,New York,1,24,Males 15 years and over,"7,765,207","+/-4,273","7,765,207",(X)
DP02,04000US36,New York,1,25,Never married,"3,148,762","+/-19,341",40.5,+/-0.2
DP02,04000US36,New York,1,26,"Now married, except separated","3,715,084","+/-19,614",47.8,+/-0.3
DP02,04000US36,New York,1,27,Separated,"140,544","+/-6,808",1.8,+/-0.1
DP02,04000US36,New York,1,28,Widowed,"196,487","+/-6,187",2.5,+/-0.1
DP02,04000US36,New York,1,29,Divorced,"564,330","+/-11,140",7.3,+/-0.1
DP02,04000US36,New York,,29.3,,,,,
DP02,04000US36,New York,1,30,Females 15 years and over,"8,403,444","+/-3,666","8,403,444",(X)
DP02,04000US36,New York,1,31,Never married,"2,979,280","+/-20,209",35.5,+/-0.2
DP02,04000US36,New York,1,32,"Now married, except separated","3,587,470","+/-21,674",42.7,+/-0.3
DP02,04000US36,New York,1,33,Separated,"230,069","+/-8,349",2.7,+/-0.1
DP02,04000US36,New York,1,34,Widowed,"749,199","+/-11,388",8.9,+/-0.1
DP02,04000US36,New York,1,35,Divorced,"857,426","+/-14,938",10.2,+/-0.2
DP02,04000US36,New York,,35.3,,,,,
DP02,04000US36,New York,,35.5,FERTILITY,,,,
DP02,04000US36,New York,1,36,Number of women 15 to 50 years old who had a birth in the past 12 months,"216,046","+/-7,411","216,046",(X)
DP02,04000US36,New York,1,37,"Unmarried women (widowed, divorced, and never married)","60,103","+/-4,448",27.8,+/-1.7
DP02,04000US36,New York,1,38,"Per 1,000 unmarried women",21,+/-2,(X),(X)
DP02,04000US36,New York,1,39,"Per 1,000 women 15 to 50 years old",46,+/-2,(X),(X)
DP02,04000US36,New York,1,40,"Per 1,000 women 15 to 19 years old",7,+/-2,(X),(X)
DP02,04000US36,New York,1,41,"Per 1,000 women 20 to 34 years old",65,+/-3,(X),(X)
DP02,04000US36,New York,1,42,"Per 1,000 women 35 to 50 years old",38,+/-3,(X),(X)
DP02,04000US36,New York,,42.3,,,,,
DP02,04000US36,New York,,42.5,GRANDPARENTS,,,,
DP02,04000US36,New York,1,43,Number of grandparents living with own grandchildren under 18 years,"405,414","+/-13,306","405,414",(X)
DP02,04000US36,New York,1,44,Grandparents responsible for grandchildren,"114,178","+/-6,435",28.2,+/-1.3
DP02,04000US36,New York,,44.9,Years responsible for grandchildren,,,,
DP02,04000US36,New York,1,45,Less than 1 year,"19,784","+/-3,079",4.9,+/-0.8
DP02,04000US36,New York,1,46,1 or 2 years,"23,820","+/-3,593",5.9,+/-0.9
DP02,04000US36,New York,1,47,3 or 4 years,"18,676","+/-2,752",4.6,+/-0.7
DP02,04000US36,New York,1,48,5 or more years,"51,898","+/-4,436",12.8,+/-1.0
DP02,04000US36,New York,,48.3,,,,,
DP02,04000US36,New York,1,49,Number of grandparents responsible for own grandchildren under 18 years,"114,178","+/-6,435","114,178",(X)
DP02,04000US36,New York,1,50,Who are female,"78,543","+/-3,963",68.8,+/-1.9
DP02,04000US36,New York,1,51,Who are married,"71,472","+/-5,755",62.6,+/-2.8
DP02,04000US36,New York,,51.3,,,,,
DP02,04000US36,New York,,51.5,SCHOOL ENROLLMENT,,,,
DP02,04000US36,New York,1,52,Population 3 years and over enrolled in school,"4,672,225","+/-19,584","4,672,225",(X)
DP02,04000US36,New York,1,53,"Nursery school, preschool","299,920","+/-9,124",6.4,+/-0.2
DP02,04000US36,New York,1,54,Kindergarten,"218,498","+/-7,562",4.7,+/-0.2
DP02,04000US36,New York,1,55,Elementary school (grades 1-8),"1,782,271","+/-11,311",38.1,+/-0.2
DP02,04000US36,New York,1,56,High school (grades 9-12),"958,107","+/-10,858",20.5,+/-0.2
DP02,04000US36,New York,1,57,College or graduate school,"1,413,429","+/-14,993",30.3,+/-0.2
DP02,04000US36,New York,,57.3,,,,,
DP02,04000US36,New York,,57.5,EDUCATIONAL ATTAINMENT,,,,
DP02,04000US36,New York,1,58,Population 25 years and over,"13,672,343","+/-5,323","13,672,343",(X)
DP02,04000US36,New York,1,59,Less than 9th grade,"827,890","+/-17,589",6.1,+/-0.1
DP02,04000US36,New York,1,60,"9th to 12th grade, no diploma","929,474","+/-16,229",6.8,+/-0.1
DP02,04000US36,New York,1,61,High school graduate (includes equivalency),"3,546,789","+/-29,600",25.9,+/-0.2
DP02,04000US36,New York,1,62,"Some college, no degree","2,083,151","+/-25,453",15.2,+/-0.2
DP02,04000US36,New York,1,63,Associate's degree,"1,193,573","+/-18,275",8.7,+/-0.1
DP02,04000US36,New York,1,64,Bachelor's degree,"2,846,770","+/-26,540",20.8,+/-0.2
DP02,04000US36,New York,1,65,Graduate or professional degree,"2,244,696","+/-24,066",16.4,+/-0.2
DP02,04000US36,New York,,65.3,,,,,
DP02,04000US36,New York,1,66,High school graduate or higher,"11,914,979","+/-22,819",87.1,+/-0.2
DP02,04000US36,New York,1,67,Bachelor's degree or higher,"5,091,466","+/-32,761",37.2,+/-0.2
DP02,04000US36,New York,,67.3,,,,,
DP02,04000US36,New York,,67.5,VETERAN STATUS,,,,
DP02,04000US36,New York,1,68,Civilian population 18 years and over,"15,455,196","+/-3,609","15,455,196",(X)
DP02,04000US36,New York,1,69,Civilian veterans,"678,833","+/-10,675",4.4,+/-0.1
DP02,04000US36,New York,,69.3,,,,,
DP02,04000US36,New York,,69.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,
DP02,04000US36,New York,1,70,Total Civilian Noninstitutionalized Population,"19,302,636","+/-2,649","19,302,636",(X)
DP02,04000US36,New York,1,71,With a disability,"2,201,457","+/-19,939",11.4,+/-0.1
DP02,04000US36,New York,,71.3,,,,,
DP02,04000US36,New York,1,72,Under 18 years,"4,055,749","+/-2,832","4,055,749",(X)
DP02,04000US36,New York,1,73,With a disability,"157,393","+/-6,955",3.9,+/-0.2
DP02,04000US36,New York,,73.3,,,,,
DP02,04000US36,New York,1,74,18 to 64 years,"12,130,043","+/-4,508","12,130,043",(X)
DP02,04000US36,New York,1,75,With a disability,"1,061,050","+/-16,263",8.7,+/-0.1
DP02,04000US36,New York,,75.3,,,,,
DP02,04000US36,New York,1,76,65 years and over,"3,116,844","+/-3,279","3,116,844",(X)
DP02,04000US36,New York,1,77,With a disability,"983,014","+/-10,935",31.5,+/-0.4
DP02,04000US36,New York,,77.3,,,,,
DP02,04000US36,New York,,77.5,RESIDENCE 1 YEAR AGO,,,,
DP02,04000US36,New York,1,78,Population 1 year and over,"19,329,704","+/-7,489","19,329,704",(X)
DP02,04000US36,New York,1,79,Same house,"17,327,068","+/-36,048",89.6,+/-0.2
DP02,04000US36,New York,1,80,Different house in the U.S.,"1,868,952","+/-34,062",9.7,+/-0.2
DP02,04000US36,New York,1,81,Same county,"1,123,506","+/-28,785",5.8,+/-0.1
DP02,04000US36,New York,1,82,Different county,"745,446","+/-16,879",3.9,+/-0.1
DP02,04000US36,New York,1,83,Same state,"490,999","+/-16,080",2.5,+/-0.1
DP02,04000US36,New York,1,84,Different state,"254,447","+/-9,994",1.3,+/-0.1
DP02,04000US36,New York,1,85,Abroad,"133,684","+/-8,451",0.7,+/-0.1
DP02,04000US36,New York,,85.3,,,,,
DP02,04000US36,New York,,85.5,PLACE OF BIRTH,,,,
DP02,04000US36,New York,1,86,Total population,"19,542,209",*****,"19,542,209",(X)
DP02,04000US36,New York,1,87,Native,"15,095,044","+/-38,315",77.2,+/-0.2
DP02,04000US36,New York,1,88,Born in United States,"14,592,373","+/-37,466",74.7,+/-0.2
DP02,04000US36,New York,1,89,State of residence,"12,249,177","+/-42,040",62.7,+/-0.2
DP02,04000US36,New York,1,90,Different state,"2,343,196","+/-28,314",12.0,+/-0.1
DP02,04000US36,New York,1,91,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","502,671","+/-16,402",2.6,+/-0.1
DP02,04000US36,New York,1,92,Foreign born,"4,447,165","+/-38,315",22.8,+/-0.2
DP02,04000US36,New York,,92.3,,,,,
DP02,04000US36,New York,,92.5,U.S. CITIZENSHIP STATUS,,,,
DP02,04000US36,New York,1,93,Foreign-born population,"4,447,165","+/-38,315","4,447,165",(X)
DP02,04000US36,New York,1,94,Naturalized U.S. citizen,"2,596,988","+/-28,271",58.4,+/-0.5
DP02,04000US36,New York,1,95,Not a U.S. citizen,"1,850,177","+/-28,066",41.6,+/-0.5
DP02,04000US36,New York,,95.3,,,,,
DP02,04000US36,New York,,95.5,YEAR OF ENTRY,,,,
DP02,04000US36,New York,1,96,Population born outside the United States,"4,949,836","+/-37,466","4,949,836",(X)
DP02,04000US36,New York,,96.3,,,,,
DP02,04000US36,New York,1,97,Native,"502,671","+/-16,402","502,671",(X)
DP02,04000US36,New York,1,98,Entered 2010 or later,"103,079","+/-8,343",20.5,+/-1.4
DP02,04000US36,New York,1,99,Entered before 2010,"399,592","+/-13,283",79.5,+/-1.4
DP02,04000US36,New York,,99.3,,,,,
DP02,04000US36,New York,1,100,Foreign born,"4,447,165","+/-38,315","4,447,165",(X)
DP02,04000US36,New York,1,101,Entered 2010 or later,"985,458","+/-21,995",22.2,+/-0.4
DP02,04000US36,New York,1,102,Entered before 2010,"3,461,707","+/-33,579",77.8,+/-0.4
DP02,04000US36,New York,,102.3,,,,,
DP02,04000US36,New York,,102.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,
DP02,04000US36,New York,1,103,"Foreign-born population, excluding population born at sea","4,447,165","+/-38,315","4,447,165",(X)
DP02,04000US36,New York,1,104,Europe,"698,833","+/-16,026",15.7,+/-0.3
DP02,04000US36,New York,1,105,Asia,"1,309,309","+/-13,831",29.4,+/-0.3
DP02,04000US36,New York,1,106,Africa,"226,101","+/-11,232",5.1,+/-0.2
DP02,04000US36,New York,1,107,Oceania,"15,330","+/-2,322",0.3,+/-0.1
DP02,04000US36,New York,1,108,Latin America,"2,138,990","+/-30,278",48.1,+/-0.5
DP02,04000US36,New York,1,109,Northern America,"58,602","+/-5,415",1.3,+/-0.1
DP02,04000US36,New York,,109.3,,,,,
DP02,04000US36,New York,,109.5,LANGUAGE SPOKEN AT HOME,,,,
DP02,04000US36,New York,1,110,Population 5 years and over,"18,402,367","+/-3,320","18,402,367",(X)
DP02,04000US36,New York,1,111,English only,"12,756,975","+/-42,403",69.3,+/-0.2
DP02,04000US36,New York,1,112,Language other than English,"5,645,392","+/-42,074",30.7,+/-0.2
DP02,04000US36,New York,1,113,"Speak English less than ""very well""","2,430,000","+/-29,694",13.2,+/-0.2
DP02,04000US36,New York,1,114,Spanish,"2,750,087","+/-24,514",14.9,+/-0.1
DP02,04000US36,New York,1,115,"Speak English less than ""very well""","1,188,676","+/-22,007",6.5,+/-0.1
DP02,04000US36,New York,1,116,Other Indo-European languages,"1,605,562","+/-32,047",8.7,+/-0.2
DP02,04000US36,New York,1,117,"Speak English less than ""very well""","610,692","+/-20,564",3.3,+/-0.1
DP02,04000US36,New York,1,118,Asian and Pacific Islander languages,"946,337","+/-16,541",5.1,+/-0.1
DP02,04000US36,New York,1,119,"Speak English less than ""very well""","529,466","+/-13,573",2.9,+/-0.1
DP02,04000US36,New York,1,120,Other languages,"343,406","+/-16,214",1.9,+/-0.1
DP02,04000US36,New York,1,121,"Speak English less than ""very well""","101,166","+/-7,738",0.5,+/-0.1
DP02,04000US36,New York,,121.3,,,,,
DP02,04000US36,New York,,121.5,ANCESTRY,,,,
DP02,04000US36,New York,1,122,Total population,"19,542,209",*****,"19,542,209",(X)
DP02,04000US36,New York,1,123,American,"976,376","+/-25,178",5.0,+/-0.1
DP02,04000US36,New York,1,124,Arab,"176,410","+/-13,123",0.9,+/-0.1
DP02,04000US36,New York,1,125,Czech,"45,844","+/-5,022",0.2,+/-0.1
DP02,04000US36,New York,1,126,Danish,"34,890","+/-3,737",0.2,+/-0.1
DP02,04000US36,New York,1,127,Dutch,"199,968","+/-10,158",1.0,+/-0.1
DP02,04000US36,New York,1,128,English,"942,574","+/-18,661",4.8,+/-0.1
DP02,04000US36,New York,1,129,French (except Basque),"373,098","+/-12,047",1.9,+/-0.1
DP02,04000US36,New York,1,130,French Canadian,"115,473","+/-6,231",0.6,+/-0.1
DP02,04000US36,New York,1,131,German,"1,736,585","+/-23,461",8.9,+/-0.1
DP02,04000US36,New York,1,132,Greek,"149,154","+/-8,863",0.8,+/-0.1
DP02,04000US36,New York,1,133,Hungarian,"141,621","+/-9,634",0.7,+/-0.1
DP02,04000US36,New York,1,134,Irish,"2,114,466","+/-27,895",10.8,+/-0.1
DP02,04000US36,New York,1,135,Italian,"2,277,264","+/-31,498",11.7,+/-0.2
DP02,04000US36,New York,1,136,Lithuanian,"44,490","+/-4,335",0.2,+/-0.1
DP02,04000US36,New York,1,137,Norwegian,"83,833","+/-5,213",0.4,+/-0.1
DP02,04000US36,New York,1,138,Polish,"861,111","+/-19,368",4.4,+/-0.1
DP02,04000US36,New York,1,139,Portuguese,"51,337","+/-4,743",0.3,+/-0.1
DP02,04000US36,New York,1,140,Russian,"352,038","+/-14,841",1.8,+/-0.1
DP02,04000US36,New York,1,141,Scotch-Irish,"68,392","+/-4,768",0.3,+/-0.1
DP02,04000US36,New York,1,142,Scottish,"193,600","+/-8,592",1.0,+/-0.1
DP02,04000US36,New York,1,143,Slovak,"29,312","+/-3,479",0.1,+/-0.1
DP02,04000US36,New York,1,144,Subsaharan African,"297,113","+/-16,737",1.5,+/-0.1
DP02,04000US36,New York,1,145,Swedish,"109,228","+/-6,352",0.6,+/-0.1
DP02,04000US36,New York,1,146,Swiss,"30,007","+/-3,180",0.2,+/-0.1
DP02,04000US36,New York,1,147,Ukrainian,"139,887","+/-8,367",0.7,+/-0.1
DP02,04000US36,New York,1,148,Welsh,"79,027","+/-5,168",0.4,+/-0.1
DP02,04000US36,New York,1,149,West Indian (excluding Hispanic origin groups),"743,887","+/-22,410",3.8,+/-0.1
DP02,04000US36,New York,,149.3,,,,,
DP02,04000US36,New York,,149.5,COMPUTERS AND INTERNET USE,,,,
DP02,04000US36,New York,1,150,Total households,"7,367,015","+/-16,617","7,367,015",(X)
DP02,04000US36,New York,1,151,With a computer,"6,705,817","+/-20,758",91.0,+/-0.2
DP02,04000US36,New York,1,152,With a broadband Internet subscription,"6,280,593","+/-24,143",85.3,+/-0.2
DP02,04000US37,North Carolina,,0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US37,North Carolina,,0.5,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US37,North Carolina,,0.8,HOUSEHOLDS BY TYPE,,,,
DP02,04000US37,North Carolina,1,1,Total households,"4,011,462","+/-16,617","4,011,462",(X)
DP02,04000US37,North Carolina,1,2,Family households (families),"2,622,295","+/-20,703",65.4,+/-0.4
DP02,04000US37,North Carolina,1,3,With own children of the householder under 18 years,"1,065,985","+/-15,908",26.6,+/-0.4
DP02,04000US37,North Carolina,1,4,Married-couple family,"1,920,236","+/-20,105",47.9,+/-0.5
DP02,04000US37,North Carolina,1,5,With own children of the householder under 18 years,"707,580","+/-12,562",17.6,+/-0.3
DP02,04000US37,North Carolina,1,6,"Male householder, no wife present, family","178,987","+/-6,943",4.5,+/-0.2
DP02,04000US37,North Carolina,1,7,With own children of the householder under 18 years,"83,192","+/-5,468",2.1,+/-0.1
DP02,04000US37,North Carolina,1,8,"Female householder, no husband present, family","523,072","+/-13,150",13.0,+/-0.3
DP02,04000US37,North Carolina,1,9,With own children of the householder under 18 years,"275,213","+/-9,497",6.9,+/-0.2
DP02,04000US37,North Carolina,1,10,Nonfamily households,"1,389,167","+/-18,401",34.6,+/-0.4
DP02,04000US37,North Carolina,1,11,Householder living alone,"1,141,663","+/-18,466",28.5,+/-0.4
DP02,04000US37,North Carolina,1,12,65 years and over,"436,730","+/-9,757",10.9,+/-0.2
DP02,04000US37,North Carolina,,12.3,,,,,
DP02,04000US37,North Carolina,1,13,Households with one or more people under 18 years,"1,208,890","+/-16,693",30.1,+/-0.4
DP02,04000US37,North Carolina,1,14,Households with one or more people 65 years and over,"1,184,288","+/-7,836",29.5,+/-0.2
DP02,04000US37,North Carolina,,14.3,,,,,
DP02,04000US37,North Carolina,1,15,Average household size,2.52,+/-0.01,(X),(X)
DP02,04000US37,North Carolina,1,16,Average family size,3.10,+/-0.02,(X),(X)
DP02,04000US37,North Carolina,,16.3,,,,,
DP02,04000US37,North Carolina,,16.5,RELATIONSHIP,,,,
DP02,04000US37,North Carolina,1,17,Population in households,"10,108,186",*****,"10,108,186",(X)
DP02,04000US37,North Carolina,1,18,Householder,"4,011,462","+/-16,617",39.7,+/-0.2
DP02,04000US37,North Carolina,1,19,Spouse,"1,919,986","+/-19,795",19.0,+/-0.2
DP02,04000US37,North Carolina,1,20,Child,"2,910,700","+/-20,412",28.8,+/-0.2
DP02,04000US37,North Carolina,1,21,Other relatives,"683,781","+/-17,783",6.8,+/-0.2
DP02,04000US37,North Carolina,1,22,Nonrelatives,"582,257","+/-17,419",5.8,+/-0.2
DP02,04000US37,North Carolina,1,23,Unmarried partner,"243,832","+/-7,611",2.4,+/-0.1
DP02,04000US37,North Carolina,,23.3,,,,,
DP02,04000US37,North Carolina,,23.5,MARITAL STATUS,,,,
DP02,04000US37,North Carolina,1,24,Males 15 years and over,"4,077,709","+/-5,925","4,077,709",(X)
DP02,04000US37,North Carolina,1,25,Never married,"1,424,337","+/-15,203",34.9,+/-0.4
DP02,04000US37,North Carolina,1,26,"Now married, except separated","2,066,799","+/-20,712",50.7,+/-0.5
DP02,04000US37,North Carolina,1,27,Separated,"91,866","+/-5,424",2.3,+/-0.1
DP02,04000US37,North Carolina,1,28,Widowed,"112,856","+/-5,295",2.8,+/-0.1
DP02,04000US37,North Carolina,1,29,Divorced,"381,851","+/-10,515",9.4,+/-0.3
DP02,04000US37,North Carolina,,29.3,,,,,
DP02,04000US37,North Carolina,1,30,Females 15 years and over,"4,408,146","+/-5,419","4,408,146",(X)
DP02,04000US37,North Carolina,1,31,Never married,"1,296,838","+/-14,602",29.4,+/-0.3
DP02,04000US37,North Carolina,1,32,"Now married, except separated","2,037,636","+/-20,654",46.2,+/-0.5
DP02,04000US37,North Carolina,1,33,Separated,"127,259","+/-5,841",2.9,+/-0.1
DP02,04000US37,North Carolina,1,34,Widowed,"413,691","+/-8,625",9.4,+/-0.2
DP02,04000US37,North Carolina,1,35,Divorced,"532,722","+/-10,444",12.1,+/-0.2
DP02,04000US37,North Carolina,,35.3,,,,,
DP02,04000US37,North Carolina,,35.5,FERTILITY,,,,
DP02,04000US37,North Carolina,1,36,Number of women 15 to 50 years old who had a birth in the past 12 months,"119,280","+/-5,997","119,280",(X)
DP02,04000US37,North Carolina,1,37,"Unmarried women (widowed, divorced, and never married)","41,716","+/-3,638",35.0,+/-2.6
DP02,04000US37,North Carolina,1,38,"Per 1,000 unmarried women",30,+/-3,(X),(X)
DP02,04000US37,North Carolina,1,39,"Per 1,000 women 15 to 50 years old",48,+/-2,(X),(X)
DP02,04000US37,North Carolina,1,40,"Per 1,000 women 15 to 19 years old",12,+/-3,(X),(X)
DP02,04000US37,North Carolina,1,41,"Per 1,000 women 20 to 34 years old",84,+/-5,(X),(X)
DP02,04000US37,North Carolina,1,42,"Per 1,000 women 35 to 50 years old",26,+/-3,(X),(X)
DP02,04000US37,North Carolina,,42.3,,,,,
DP02,04000US37,North Carolina,,42.5,GRANDPARENTS,,,,
DP02,04000US37,North Carolina,1,43,Number of grandparents living with own grandchildren under 18 years,"223,877","+/-9,592","223,877",(X)
DP02,04000US37,North Carolina,1,44,Grandparents responsible for grandchildren,"91,669","+/-6,014",40.9,+/-2.1
DP02,04000US37,North Carolina,,44.9,Years responsible for grandchildren,,,,
DP02,04000US37,North Carolina,1,45,Less than 1 year,"13,666","+/-2,569",6.1,+/-1.1
DP02,04000US37,North Carolina,1,46,1 or 2 years,"18,593","+/-2,679",8.3,+/-1.2
DP02,04000US37,North Carolina,1,47,3 or 4 years,"16,268","+/-2,780",7.3,+/-1.2
DP02,04000US37,North Carolina,1,48,5 or more years,"43,142","+/-4,424",19.3,+/-1.8
DP02,04000US37,North Carolina,,48.3,,,,,
DP02,04000US37,North Carolina,1,49,Number of grandparents responsible for own grandchildren under 18 years,"91,669","+/-6,014","91,669",(X)
DP02,04000US37,North Carolina,1,50,Who are female,"57,293","+/-3,994",62.5,+/-1.9
DP02,04000US37,North Carolina,1,51,Who are married,"63,316","+/-5,211",69.1,+/-2.7
DP02,04000US37,North Carolina,,51.3,,,,,
DP02,04000US37,North Carolina,,51.5,SCHOOL ENROLLMENT,,,,
DP02,04000US37,North Carolina,1,52,Population 3 years and over enrolled in school,"2,520,040","+/-19,257","2,520,040",(X)
DP02,04000US37,North Carolina,1,53,"Nursery school, preschool","144,483","+/-5,814",5.7,+/-0.2
